,estimator,min_score,mean_score,max_score,std_score,parameters
605,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
603,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
763,RF,0.000,0.525,1.000,0.378,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
23,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
598,RF,0.250,0.525,1.000,0.284,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
623,RF,0.250,0.525,0.750,0.175,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
851,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 250}"
908,AB,0.000,0.525,1.000,0.284,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 150}"
147,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
214,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
215,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
1308,SVM,0.000,0.525,0.750,0.236,"{'reduce_dim__n_components': 10, 'classification__gamma': 0.5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__kernel': 'rbf', 'classification__C': 5}"
790,RF,0.250,0.525,1.000,0.284,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
126,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
646,RF,0.250,0.525,1.000,0.284,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
645,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
643,RF,0.000,0.525,1.000,0.378,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
213,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
251,RF,0.250,0.525,1.000,0.305,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
816,AB,0.250,0.525,0.750,0.175,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 150}"
819,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 150}"
820,AB,0.250,0.525,0.750,0.175,"{'reduce_dim__n_components': 10, 'classification__algorithm': 'SAMME', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 150}"
823,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 150}"
827,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 150}"
124,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
145,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
835,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False), 'classification__n_estimators': 200}"
211,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
839,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0), 'classification__n_estimators': 200}"
630,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
257,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
843,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME', 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01), 'classification__n_estimators': 200}"
597,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
24,RF,0.000,0.525,1.000,0.284,"{'classification__bootstrap': True, 'classification__max_depth': 9, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
264,RF,0.250,0.525,1.000,0.284,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
283,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
758,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
556,RF,0.250,0.525,1.000,0.236,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
555,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
231,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
551,RF,0.000,0.525,1.000,0.378,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
550,RF,0.250,0.525,1.000,0.284,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
547,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
546,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
540,RF,0.250,0.525,0.750,0.175,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 10, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
539,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
207,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
535,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
133,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 7, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
139,RF,0.000,0.525,1.000,0.305,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
718,RF,0.000,0.525,1.000,0.284,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
285,RF,0.250,0.525,1.000,0.284,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
287,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
225,RF,0.000,0.525,1.000,0.410,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
167,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
690,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 7, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
706,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 10, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
518,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
223,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 7, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
507,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': False, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
678,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
726,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 2, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
733,RF,0.000,0.525,1.000,0.305,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 2, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
159,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 10, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
911,AB,0.000,0.525,0.750,0.208,"{'reduce_dim__n_components': 36, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 150}"
661,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
754,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
265,RF,0.000,0.525,0.750,0.236,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
117,RF,0.000,0.525,1.000,0.361,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
665,RF,0.250,0.525,0.750,0.175,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
111,RF,0.250,0.525,0.750,0.135,"{'classification__bootstrap': True, 'classification__max_depth': 5, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
751,RF,0.250,0.525,0.750,0.175,"{'classification__bootstrap': False, 'classification__max_depth': None, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True)}"
582,RF,0.000,0.525,1.000,0.325,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 30, 'classification__min_samples_split': 3, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
587,RF,0.000,0.525,1.000,0.378,"{'classification__bootstrap': False, 'classification__max_depth': 3, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 3, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
942,AB,0.250,0.525,1.000,0.236,"{'reduce_dim__n_components': 30, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 250}"
279,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': True, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': KernelPCA(alpha=1.0, coef0=1, copy_X=True, degree=3, eigen_solver='auto',
          fit_inverse_transform=False, gamma=None, kernel='linear',
          kernel_params=None, max_iter=None, n_components=None, n_jobs=None,
          random_state=None, remove_zero_eig=False, tol=0)}"
675,RF,0.000,0.525,1.000,0.344,"{'classification__bootstrap': False, 'classification__max_depth': 2, 'reduce_dim__n_components': 36, 'classification__min_samples_split': 5, 'reduce_dim': PCA(copy=True, iterated_power=7, n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)}"
233,RF,0.000,0.525,0.750,0.208,"{'classification__bootstrap': True, 'classification__max_depth': 3, 'reduce_dim__n_components': 20, 'classification__min_samples_split': 10, 'reduce_dim': FactorAnalysis(copy=True, iterated_power=3, max_iter=1000, n_components=None,
               noise_variance_init=None, random_state=0,
               svd_method='randomized', tol=0.01)}"
957,AB,0.250,0.525,0.750,0.175,"{'reduce_dim__n_components': 20, 'classification__algorithm': 'SAMME.R', 'reduce_dim': FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.01, w_init=None,
        whiten=True), 'classification__n_estimators': 300}"
