,estimator,min_score,mean_score,max_score,std_score,parameters
143,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
318,SVM,0.000,0.575,1.000,0.297,"{'classification__gamma': 0.1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
145,SVM,0.000,0.575,1.000,0.275,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
188,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
230,SVM,0.000,0.575,1.000,0.354,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
206,SVM,0.000,0.575,1.000,0.354,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
769,RF,0.000,0.575,1.000,0.297,"{'reduce_dim__k': 20, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
195,SVM,0.000,0.575,1.000,0.317,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
243,SVM,0.000,0.575,1.000,0.317,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
191,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
254,SVM,0.000,0.575,1.000,0.317,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
256,SVM,0.000,0.575,1.000,0.388,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
190,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
189,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
184,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
158,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
270,SVM,0.000,0.575,1.000,0.297,"{'classification__gamma': 1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
180,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
279,SVM,0.000,0.575,1.000,0.297,"{'classification__gamma': 1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
285,SVM,0.000,0.575,1.000,0.354,"{'classification__gamma': 1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
169,SVM,0.000,0.575,1.000,0.275,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
167,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
166,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'rbf', 'reduce_dim__k': 30}"
294,SVM,0.000,0.575,1.000,0.297,"{'classification__gamma': 0.5, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
159,SVM,0.500,0.575,0.750,0.115,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
301,SVM,0.000,0.575,1.000,0.317,"{'classification__gamma': 0.5, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
389,SVM,0.000,0.575,1.000,0.275,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
109,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
58,AB,0.250,0.575,0.750,0.160,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
710,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
564,RF,0.250,0.575,1.000,0.275,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
33,AB,0.000,0.575,0.750,0.225,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 200}"
583,RF,0.250,0.575,0.750,0.225,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
588,RF,0.250,0.575,1.000,0.275,"{'reduce_dim__k': 10, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
624,RF,0.250,0.575,1.000,0.275,"{'reduce_dim__k': 10, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': True}"
648,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
654,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 30, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
28,AB,0.250,0.575,0.750,0.160,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 200}"
708,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
711,RF,0.250,0.575,0.750,0.195,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
539,RF,0.250,0.575,0.750,0.225,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
712,RF,0.250,0.575,1.000,0.225,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
714,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
715,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
720,RF,0.000,0.575,1.000,0.297,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
722,RF,0.000,0.575,1.000,0.297,"{'reduce_dim__k': 30, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': False}"
11,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
7,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
747,RF,0.250,0.575,0.750,0.225,"{'reduce_dim__k': 36, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
6,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
40,AB,0.250,0.575,0.750,0.160,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 250}"
636,RF,0.000,0.575,1.000,0.317,"{'reduce_dim__k': 10, 'classification__max_depth': 2, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
408,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': True}"
432,RF,0.000,0.575,1.000,0.354,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
394,SVM,0.000,0.575,1.000,0.297,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
396,SVM,0.000,0.575,1.000,0.275,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
397,SVM,0.000,0.575,1.000,0.317,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
56,AB,0.250,0.575,0.750,0.195,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
53,AB,0.250,0.575,0.750,0.160,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
420,RF,0.250,0.575,1.000,0.297,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
219,SVM,0.000,0.575,1.000,0.317,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
516,RF,0.000,0.575,1.000,0.336,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
1,AB,0.500,0.575,0.750,0.115,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
480,RF,0.250,0.575,1.000,0.251,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
132,SVM,0.000,0.550,0.750,0.218,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 10}"
57,AB,0.000,0.550,0.750,0.218,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
137,SVM,0.250,0.550,0.750,0.150,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
23,AB,0.250,0.550,0.750,0.187,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 150}"
21,AB,0.000,0.550,0.750,0.218,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 150}"
996,RF,0.000,0.550,1.000,0.292,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
13,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 150}"
193,SVM,0.000,0.550,1.000,0.350,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
218,SVM,0.000,0.550,1.000,0.332,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
194,SVM,0.000,0.550,1.000,0.332,"{'classification__gamma': 1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
10,AB,0.250,0.550,1.000,0.218,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
94,AB,0.500,0.550,0.750,0.100,"{'reduce_dim__k': 30, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 200}"
36,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 250}"
4,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
217,SVM,0.000,0.550,1.000,0.350,"{'classification__gamma': 0.5, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
108,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME.R', 'classification__n_estimators': 300}"
181,SVM,0.250,0.550,0.750,0.150,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 20}"
59,AB,0.250,0.550,0.750,0.187,"{'reduce_dim__k': 36, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
44,AB,0.000,0.550,0.750,0.269,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 250}"
172,SVM,0.000,0.550,1.000,0.415,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
170,SVM,0.250,0.550,1.000,0.269,"{'classification__gamma': 0.1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
979,RF,0.250,0.550,0.750,0.218,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
24,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 200}"
48,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 300}"
45,AB,0.000,0.550,0.750,0.218,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10,
            score_func=<function mutual_info_classif at 0x00000212E4A7E400>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 250}"
163,SVM,0.250,0.550,0.750,0.150,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
29,AB,0.250,0.550,0.750,0.187,"{'reduce_dim__k': 20, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 200}"
987,RF,0.000,0.550,0.750,0.269,"{'reduce_dim__k': 36, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
122,SVM,0.250,0.550,1.000,0.269,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
148,SVM,0.000,0.550,1.000,0.415,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
146,SVM,0.250,0.550,1.000,0.269,"{'classification__gamma': 0.5, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
124,SVM,0.000,0.550,1.000,0.415,"{'classification__gamma': 1, 'classification__C': 0.1, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
948,RF,0.250,0.550,1.000,0.245,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 2, 'classification__bootstrap': False}"
241,SVM,0.000,0.550,1.000,0.350,"{'classification__gamma': 0.1, 'classification__C': 0.5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 20}"
0,AB,0.250,0.550,0.750,0.150,"{'reduce_dim__k': 10, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__algorithm': 'SAMME', 'classification__n_estimators': 100}"
795,RF,0.000,0.550,1.000,0.292,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': False}"
291,SVM,0.000,0.550,1.000,0.332,"{'classification__gamma': 0.5, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
367,SVM,0.000,0.550,1.000,0.292,"{'classification__gamma': 0.5, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
672,RF,0.250,0.550,1.000,0.269,"{'reduce_dim__k': 10, 'classification__max_depth': None, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
312,SVM,0.000,0.550,1.000,0.292,"{'classification__gamma': 0.1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
559,RF,0.250,0.550,0.750,0.218,"{'reduce_dim__k': 36, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
552,RF,0.000,0.550,1.000,0.312,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 5, 'classification__bootstrap': True}"
540,RF,0.250,0.550,1.000,0.292,"{'reduce_dim__k': 10, 'classification__max_depth': 3, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 3, 'classification__bootstrap': True}"
314,SVM,0.000,0.550,1.000,0.332,"{'classification__gamma': 0.1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 30}"
315,SVM,0.000,0.550,1.000,0.332,"{'classification__gamma': 0.1, 'classification__C': 1, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 36}"
811,RF,0.250,0.550,0.750,0.218,"{'reduce_dim__k': 36, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x00000212E4A70048>), 'classification__min_samples_split': 7, 'classification__bootstrap': False}"
456,RF,0.000,0.550,1.000,0.332,"{'reduce_dim__k': 10, 'classification__max_depth': 9, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': True}"
336,SVM,0.000,0.550,1.000,0.292,"{'classification__gamma': 1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'linear', 'reduce_dim__k': 10}"
816,RF,0.000,0.550,1.000,0.312,"{'reduce_dim__k': 10, 'classification__max_depth': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__min_samples_split': 10, 'classification__bootstrap': False}"
399,SVM,0.000,0.550,1.000,0.332,"{'classification__gamma': 0.1, 'classification__C': 5, 'reduce_dim': SelectKBest(k=10, score_func=<function chi2 at 0x00000212E4A70158>), 'classification__kernel': 'rbf', 'reduce_dim__k': 36}"
